Date time,Status,ACCX,ANGX,ANGVX,ACCY,ANGY,ANGVY,ACCZ,ANGZ,ANGVZ
2024-09-06 오전 9:27:52,Rec,0.01435546875,-0.076904296875,0,0,0.0494384765625,0,9.8,0.2197265625,0
2024-09-06 오전 9:27:53,Rec,-0.01435546875,-0.0714111328125,0,0.00478515625,0.0494384765625,0,9.81435546875,0.2197265625,0
2024-09-06 오전 9:27:53,Rec,-0.0095703125,-0.0714111328125,0,-0.00478515625,0.0494384765625,0,9.82392578125,0.2197265625,0
2024-09-06 오전 9:27:54,Rec,-0.01435546875,-0.0714111328125,0,-0.02392578125,0.0494384765625,0,9.8,0.2197265625,0
2024-09-06 오전 9:27:54,Rec,0.019140625,-0.0714111328125,0,-0.0095703125,0.0494384765625,0,9.80478515625,0.2197265625,0
2024-09-06 오전 9:27:54,Rec,0,-0.076904296875,0,0,0.0494384765625,0,9.8095703125,0.2197265625,0
2024-09-06 오전 9:27:55,Rec,0.019140625,-0.076904296875,0,-0.019140625,0.0494384765625,0,9.81435546875,0.2197265625,0
2024-09-06 오전 9:27:55,Rec,0.019140625,-0.076904296875,0,0,0.0494384765625,0,9.83349609375,0.2197265625,0
2024-09-06 오전 9:27:56,Rec,-0.01435546875,-0.076904296875,0,-0.00478515625,0.0494384765625,0,9.77607421875,0.2197265625,0
2024-09-06 오전 9:27:56,Rec,-0.0095703125,-0.0714111328125,0,-0.0095703125,0.0494384765625,0,9.8095703125,0.2197265625,0
2024-09-06 오전 9:27:57,Rec,0.00478515625,-0.0714111328125,0,-0.019140625,0.0494384765625,0,9.8,0.2197265625,0
2024-09-06 오전 9:27:57,Rec,-0.0095703125,-0.0714111328125,0,0.00478515625,0.0494384765625,0,9.8095703125,0.2197265625,0
2024-09-06 오전 9:27:58,Rec,-0.019140625,-0.0714111328125,0,0.00478515625,0.0494384765625,0,9.81435546875,0.2197265625,0
2024-09-06 오전 9:27:58,Rec,-0.019140625,-0.0714111328125,0,-0.02392578125,0.0494384765625,0,9.80478515625,0.2197265625,0
2024-09-06 오전 9:27:58,Rec,0,-0.076904296875,0,-0.0287109375,0.0494384765625,0,9.78564453125,0.2197265625,0
2024-09-06 오전 9:27:59,Rec,0.00478515625,-0.076904296875,0,-0.01435546875,0.0494384765625,0,9.79521484375,0.2197265625,0
2024-09-06 오전 9:27:59,Rec,-0.0095703125,-0.076904296875,0,-0.01435546875,0.0494384765625,0,9.8095703125,0.2197265625,0
